,,,,,,,,,
1.4991652755,9.7017615676,1.33E-007,1.63E-013,3.00E-015,4.67E-012,3.13E-012,6.74E-012,8.30E-007,0.29823747
1.5025041736,9.7011073668,1.33E-007,1.63E-013,3.00E-015,4.67E-012,3.13E-012,6.74E-012,8.32E-007,0.298891669
1.5058430718,9.7004532101,1.33E-007,1.63E-013,3.00E-015,4.67E-012,3.13E-012,6.74E-012,8.33E-007,0.2995458239
1.50918197,9.6997990975,1.33E-007,1.63E-013,3.00E-015,4.67E-012,3.13E-012,6.73E-012,8.35E-007,0.3001999347
1.5125208681,9.699145029,1.33E-007,1.63E-013,3.00E-015,4.67E-012,3.13E-012,6.73E-012,8.37E-007,0.3008540013
1.5158597663,9.6984910046,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.39E-007,0.3015080239
1.5191986644,9.6978370244,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.41E-007,0.3021620024
1.5225375626,9.6971830882,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.42E-007,0.3028159368
1.5258764608,9.6965291961,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.44E-007,0.303469827
1.5292153589,9.6958753481,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.46E-007,0.3041236732
1.5325542571,9.6952215442,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.48E-007,0.3047774753
1.5358931553,9.6945677844,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.50E-007,0.3054312333
1.5392320534,9.6939140686,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.52E-007,0.3060849473
1.5425709516,9.693260397,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.53E-007,0.3067386171
1.5459098498,9.6926067694,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.55E-007,0.3073922429
1.5492487479,9.6919531859,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.57E-007,0.3080458246
1.5525876461,9.6912996464,1.33E-007,1.63E-013,2.99E-015,4.67E-012,3.13E-012,6.73E-012,8.59E-007,0.3086993622
1.5559265442,9.6906461511,1.33E-007,1.63E-013,2.99E-015,4.66E-012,3.13E-012,6.73E-012,8.61E-007,0.3093528558
1.5592654424,9.6899926998,1.33E-007,1.63E-013,2.99E-015,4.66E-012,3.13E-012,6.73E-012,8.62E-007,0.3100063053
1.5626043406,9.6893392925,1.33E-007,1.63E-013,2.99E-015,4.66E-012,3.13E-012,6.73E-012,8.64E-007,0.3106597107
1.5659432387,9.6886859293,1.33E-007,1.63E-013,2.99E-015,4.66E-012,3.13E-012,6.73E-012,8.66E-007,0.3113130721
1.5692821369,9.6880326102,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.13E-012,6.73E-012,8.68E-007,0.3119663894
1.5726210351,9.6873793352,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.73E-012,8.70E-007,0.3126196626
1.5759599332,9.6867261041,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.73E-012,8.72E-007,0.3132728919
1.5792988314,9.6860729172,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.73E-012,8.73E-007,0.313926077
1.5826377296,9.6854197742,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.75E-007,0.3145792181
1.5859766277,9.6847666753,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.77E-007,0.3152323152
1.5893155259,9.6841136205,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.79E-007,0.3158853683
1.592654424,9.6834606097,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.81E-007,0.3165383773
1.5959933222,9.6828076429,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.82E-007,0.3171913422
1.5993322204,9.6821547201,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.84E-007,0.3178442632
1.6026711185,9.6815018414,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.86E-007,0.3184971401
1.6060100167,9.6808490067,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.88E-007,0.319149973
1.6093489149,9.680196216,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.90E-007,0.3198027619
1.612687813,9.6795434694,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.92E-007,0.3204555067
1.6160267112,9.6788907667,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.93E-007,0.3211082076
1.6193656094,9.6782381081,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.95E-007,0.3217608644
1.6227045075,9.6775854934,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.97E-007,0.3224134772
1.6260434057,9.6769329228,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,8.99E-007,0.3230660461
1.6293823038,9.6762803962,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,9.01E-007,0.3237185709
1.632721202,9.6756279136,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,9.02E-007,0.3243710517
1.6360601002,9.6749754749,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,9.04E-007,0.3250234885
1.6393989983,9.6743230803,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,9.06E-007,0.3256758814
1.6427378965,9.6736707296,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,9.08E-007,0.3263282302
1.6460767947,9.673018423,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,9.10E-007,0.326980535
1.6494156928,9.6723661603,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,9.11E-007,0.3276327959
1.652754591,9.6717139416,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.72E-012,9.13E-007,0.3282850128
1.6560934892,9.6710617669,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.71E-012,9.15E-007,0.3289371857
1.6594323873,9.6704096362,1.32E-007,1.63E-013,2.99E-015,4.66E-012,3.12E-012,6.71E-012,9.17E-007,0.3295893146
1.6627712855,9.6697575494,1.32E-007,1.63E-013,2.99E-015,4.65E-012,3.12E-012,6.71E-012,9.19E-007,0.3302413996
1.6661101836,9.6691055066,1.32E-007,1.63E-013,2.99E-015,4.65E-012,3.12E-012,6.71E-012,9.21E-007,0.3308934406
1.6694490818,9.6684535078,1.32E-007,1.63E-013,2.99E-015,4.65E-012,3.12E-012,6.71E-012,9.22E-007,0.3315454376
1.67278798,9.6678015529,1.32E-007,1.63E-013,2.99E-015,4.65E-012,3.12E-012,6.71E-012,9.24E-007,0.3321973907
1.6761268781,9.667149642,1.32E-007,1.63E-013,2.99E-015,4.65E-012,3.12E-012,6.71E-012,9.26E-007,0.3328492998
1.6794657763,9.6664977751,1.32E-007,1.63E-013,2.99E-015,4.65E-012,3.12E-012,6.71E-012,9.28E-007,0.3335011649
1.6828046745,9.6658459521,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.30E-007,0.3341529861
1.6861435726,9.6651941732,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.31E-007,0.3348047632
1.6894824708,9.6645424382,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.33E-007,0.3354564964
1.692821369,9.6638907471,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.35E-007,0.3361081856
1.6961602671,9.6632391,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.37E-007,0.3367598309
1.6994991653,9.6625874969,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.39E-007,0.3374114323
1.7028380634,9.6619359377,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.41E-007,0.3380629897
1.7061769616,9.6612844224,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.42E-007,0.3387145032
1.7095158598,9.660632951,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.44E-007,0.3393659727
1.7128547579,9.6599815236,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.46E-007,0.3400173983
1.7161936561,9.6593301401,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.48E-007,0.34066878
1.7195325543,9.6586788006,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.50E-007,0.3413201178
1.7228714524,9.6580275049,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.51E-007,0.3419714116
1.7262103506,9.6573762532,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.71E-012,9.53E-007,0.3426226615
1.7295492488,9.6567250454,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.12E-012,6.70E-012,9.55E-007,0.3432738675
1.7328881469,9.6560738815,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.57E-007,0.3439250296
1.7362270451,9.6554227615,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.59E-007,0.3445761478
1.7395659432,9.6547716854,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.60E-007,0.3452272221
1.7429048414,9.6541206532,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.62E-007,0.3458782525
1.7462437396,9.6534696649,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.64E-007,0.346529239
1.7495826377,9.6528187206,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.66E-007,0.3471801816
1.7529215359,9.6521678201,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.68E-007,0.3478310802
1.7562604341,9.6515169635,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.69E-007,0.348481935
1.7595993322,9.6508661508,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.71E-007,0.3491327459
1.7629382304,9.6502153819,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.73E-007,0.349783513
1.7662771286,9.649564657,1.32E-007,1.63E-013,2.98E-015,4.65E-012,3.11E-012,6.70E-012,9.75E-007,0.3504342361
1.7696160267,9.6489139759,1.32E-007,1.63E-013,2.98E-015,4.64E-012,3.11E-012,6.70E-012,9.77E-007,0.3510849154
1.7729549249,9.6482633387,1.32E-007,1.63E-013,2.98E-015,4.64E-012,3.11E-012,6.70E-012,9.79E-007,0.3517355508
1.776293823,9.6476127454,1.32E-007,1.63E-013,2.98E-015,4.64E-012,3.11E-012,6.70E-012,9.80E-007,0.3523861423
1.7796327212,9.646962196,1.32E-007,1.63E-013,2.98E-015,4.64E-012,3.11E-012,6.70E-012,9.82E-007,0.3530366899
1.7829716194,9.6463116904,1.32E-007,1.63E-013,2.98E-015,4.64E-012,3.11E-012,6.70E-012,9.84E-007,0.3536871937
1.7863105175,9.6456612287,1.32E-007,1.63E-013,2.98E-015,4.64E-012,3.11E-012,6.70E-012,9.86E-007,0.3543376536
1.7896494157,9.6450108109,1.32E-007,1.63E-013,2.98E-015,4.64E-012,3.11E-012,6.70E-012,9.88E-007,0.3549880697
1.7929883139,9.6443604369,1.32E-007,1.63E-013,2.98E-015,4.64E-012,3.11E-012,6.70E-012,9.89E-007,0.3556384418
1.796327212,9.6437101067,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.70E-012,9.91E-007,0.3562887702
1.7996661102,9.6430598204,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.70E-012,9.93E-007,0.3569390547
1.8030050084,9.642409578,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,9.95E-007,0.3575892953
1.8063439065,9.6417593794,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,9.97E-007,0.3582394921
1.8096828047,9.6411092247,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,9.98E-007,0.358889645
1.8130217028,9.6404591138,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,1.00E-006,0.3595397541
1.816360601,9.6398090467,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,1.00E-006,0.3601898194
1.8196994992,9.6391590235,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,1.00E-006,0.3608398408
1.8230383973,9.6385090441,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,1.01E-006,0.3614898184
1.8263772955,9.6378591085,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,1.01E-006,0.3621397522
1.8297161937,9.6372092168,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,1.01E-006,0.3627896421
1.8330550918,9.6365593688,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,1.01E-006,0.3634394883
1.83639399,9.6359095647,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,1.01E-006,0.3640892906
1.8397328882,9.6352598045,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,1.01E-006,0.3647390491
1.8430717863,9.634610088,1.32E-007,1.62E-013,2.98E-015,4.64E-012,3.11E-012,6.69E-012,1.02E-006,0.3653887637
1.8464106845,9.6339604153,1.32E-007,1.62E-013,2.97E-015,4.64E-012,3.11E-012,6.69E-012,1.02E-006,0.3660384346
1.8497495826,9.6333107865,1.32E-007,1.62E-013,2.97E-015,4.64E-012,3.11E-012,6.69E-012,1.02E-006,0.3666880616
1.8530884808,9.6326612014,1.32E-007,1.62E-013,2.97E-015,4.64E-012,3.11E-012,6.69E-012,1.02E-006,0.3673376449
1.856427379,9.6320116602,1.32E-007,1.62E-013,2.97E-015,4.64E-012,3.11E-012,6.69E-012,1.02E-006,0.3679871843
1.8597662771,9.6313621627,1.32E-007,1.62E-013,2.97E-015,4.64E-012,3.11E-012,6.69E-012,1.03E-006,0.36863668
1.8631051753,9.6307127091,1.32E-007,1.62E-013,2.97E-015,4.64E-012,3.11E-012,6.69E-012,1.03E-006,0.3692861318
1.8664440735,9.6300632992,1.32E-007,1.62E-013,2.97E-015,4.64E-012,3.11E-012,6.69E-012,1.03E-006,0.3699355399
1.8697829716,9.6294139332,1.32E-007,1.62E-013,2.97E-015,4.64E-012,3.11E-012,6.69E-012,1.03E-006,0.3705849042
1.8731218698,9.6287646109,1.32E-007,1.62E-013,2.97E-015,4.64E-012,3.11E-012,6.69E-012,1.03E-006,0.3712342247
1.876460768,9.6281153324,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.11E-012,6.68E-012,1.03E-006,0.3718835014
1.8797996661,9.6274660977,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.11E-012,6.68E-012,1.04E-006,0.3725327343
1.8831385643,9.6268169067,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.11E-012,6.68E-012,1.04E-006,0.3731819234
1.8864774624,9.6261677596,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.11E-012,6.68E-012,1.04E-006,0.3738310688
1.8898163606,9.6255186562,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.04E-006,0.3744801704
1.8931552588,9.6248695966,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.04E-006,0.3751292282
1.8964941569,9.6242205807,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.05E-006,0.3757782423
1.8998330551,9.6235716086,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.05E-006,0.3764272125
1.9031719533,9.6229226803,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.05E-006,0.3770761391
1.9065108514,9.6222737957,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.05E-006,0.3777250219
1.9098497496,9.6216249549,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.05E-006,0.3783738609
1.9131886478,9.6209761578,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.05E-006,0.3790226562
1.9165275459,9.6203274045,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.06E-006,0.3796714077
1.9198664441,9.6196786949,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.06E-006,0.3803201155
1.9232053422,9.6190300291,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.06E-006,0.3809687795
1.9265442404,9.618381407,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.06E-006,0.3816173998
1.9298831386,9.6177328286,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.06E-006,0.3822659764
1.9332220367,9.617084294,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.07E-006,0.3829145092
1.9365609349,9.6164358031,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.07E-006,0.3835629983
1.9398998331,9.615787356,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.07E-006,0.3842114436
1.9432387312,9.6151389525,1.32E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.07E-006,0.3848598453
1.9465776294,9.6144905928,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.07E-006,0.3855082032
1.9499165276,9.6138422768,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.68E-012,1.07E-006,0.3861565174
1.9532554257,9.6131940045,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.67E-012,1.08E-006,0.3868047879
1.9565943239,9.6125457759,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.67E-012,1.08E-006,0.3874530147
1.959933222,9.6118975911,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.67E-012,1.08E-006,0.3881011978
1.9632721202,9.6112494499,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.67E-012,1.08E-006,0.3887493371
1.9666110184,9.6106013525,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.67E-012,1.08E-006,0.3893974328
1.9699499165,9.6099532987,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.67E-012,1.09E-006,0.3900454847
1.9732888147,9.6093052887,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.67E-012,1.09E-006,0.390693493
1.9766277129,9.6086573223,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.67E-012,1.09E-006,0.3913414576
1.979966611,9.6080093996,1.31E-007,1.62E-013,2.97E-015,4.63E-012,3.10E-012,6.67E-012,1.09E-006,0.3919893784
1.9833055092,9.6073615207,1.31E-007,1.62E-013,2.97E-015,4.62E-012,3.10E-012,6.67E-012,1.09E-006,0.3926372556
1.9866444074,9.6067136854,1.31E-007,1.62E-013,2.97E-015,4.62E-012,3.10E-012,6.67E-012,1.09E-006,0.3932850891
1.9899833055,9.6060658938,1.31E-007,1.62E-013,2.97E-015,4.62E-012,3.10E-012,6.67E-012,1.10E-006,0.3939328789
1.9933222037,9.6054181458,1.31E-007,1.62E-013,2.97E-015,4.62E-012,3.10E-012,6.67E-012,1.10E-006,0.3945806251
1.9966611018,9.6047704416,1.31E-007,1.62E-013,2.97E-015,4.62E-012,3.10E-012,6.67E-012,1.10E-006,0.3952283275
2,9.604122781,1.31E-007,1.62E-013,2.97E-015,4.62E-012,3.10E-012,6.67E-012,1.10E-006,0.3958759863
